uniprot_id,name,length,organism,in_alphafold,downloaded
A0A0A7NYG4,Ribulose bisphosphate carboxylase large chain,457,Calystegia pulchra,False,False
A0A0A7NYG9,Ribulose bisphosphate carboxylase large chain,445,Armeria arenaria,False,False
A0A0A7NYH5,Ribulose bisphosphate carboxylase large chain,456,Cotoneaster simonsii,False,False
A0A0A7NYI3,Ribulose bisphosphate carboxylase large chain,450,Erythranthe guttata,False,False
A0A0A7NYI9,Ribulose bisphosphate carboxylase large chain,455,Allium roseum,False,False
A0A0A7NYJ6,Ribulose bisphosphate carboxylase large chain,226,Phleum phleoides,True,True
A0A0A7NYK4,Ribulose bisphosphate carboxylase large chain,151,Hyacinthoides hispanica,True,True
A0A0A7NYM8,Ribulose bisphosphate carboxylase large chain,454,Orchis anthropophora,False,False
A0A0A7NYP6,Ribulose bisphosphate carboxylase large chain,442,Campanula portenschlagiana,False,False
A0A0A7NYQ2,Ribulose bisphosphate carboxylase large chain,457,Anacamptis morio,True,True
A0A0A7NYQ7,Ribulose bisphosphate carboxylase large chain,441,Allium scorodoprasum,False,False
A0A0A7NYR1,Ribulose bisphosphate carboxylase large chain,224,Festuca unilateralis,True,True
A0A0A7NYR6,Ribulose bisphosphate carboxylase large chain,448,Omalotheca supina,False,False
A0A0A7NYS1,Ribulose bisphosphate carboxylase large chain,201,Monotropa hypopitys,True,True
A0A0A7NYS6,Ribulose bisphosphate carboxylase large chain,456,Alchemilla acutiloba,False,False
A0A0A7NYT0,Ribulose bisphosphate carboxylase large chain,453,Saxifraga spathularis,False,False
A0A0A7NYT5,Ribulose bisphosphate carboxylase large chain,451,Alchemilla mollis,False,False
A0A0A7NYU0,Ribulose bisphosphate carboxylase large chain,193,Petasites albus,True,True
A0A0A7NYU6,Ribulose bisphosphate carboxylase large chain,189,Galanthus nivalis,False,False
A0A0A7NYV1,Ribulose bisphosphate carboxylase large chain,451,Sagina nivalis,False,False
A0A0A7NYV4,Ribulose bisphosphate carboxylase large chain,444,Berberis vulgaris,False,False
A0A0A7NYV8,Ribulose bisphosphate carboxylase large chain,453,Ribes uva-crispa,False,False
A0A0A7NYW3,Ribulose bisphosphate carboxylase large chain,422,Anacamptis laxiflora,False,False
A0A0A7NYW6,Ribulose bisphosphate carboxylase large chain,451,Impatiens glandulifera,False,False
A0A0A7NYX1,Ribulose bisphosphate carboxylase large chain,447,Pseudorchis albida,False,False
A0A0A7NYX5,Ribulose bisphosphate carboxylase large chain,455,Erica ciliaris,False,False
A0A0A7NYY0,Ribulose bisphosphate carboxylase large chain,225,Festuca armoricana,True,True
A0A0A7NYY5,Ribulose bisphosphate carboxylase large chain,454,Sium latifolium,False,False
A0A0A7NYY6,Ribulose bisphosphate carboxylase large chain,458,Physospermum cornubiense,False,False
A0A0A7NYZ4,Ribulose bisphosphate carboxylase large chain,457,Arenaria ciliata,False,False
A0A0A7NZ00,Ribulose bisphosphate carboxylase large chain,447,Pseudofumaria lutea,False,False
A0A0A7NZ05,Ribulose bisphosphate carboxylase large chain,462,Phyteuma orbiculare,False,False
A0A0A7NZ10,Ribulose bisphosphate carboxylase large chain,448,Aria vexans,False,False
A0A0A7NZ16,Ribulose bisphosphate carboxylase large chain,460,Crepis vesicaria,False,False
A0A0A7NZ22,Ribulose bisphosphate carboxylase large chain,461,Hedlundia arranensis,False,False
A0A0A7NZ27,Ribulose bisphosphate carboxylase large chain,416,Onobrychis viciifolia,False,False
A0A0A7NZ31,Ribulose bisphosphate carboxylase large chain,453,Zostera angustifolia,True,True
A0A0A7NZ37,Ribulose bisphosphate carboxylase large chain,189,Primula elatior,True,True
A0A0A7NZ42,Ribulose bisphosphate carboxylase large chain,450,Alchemilla monticola,False,False
A0A0A7NZ47,Ribulose bisphosphate carboxylase large chain,451,Peucedanum palustre,False,False
A0A0A7NZ53,Ribulose bisphosphate carboxylase large chain,454,Dianthus gratianopolitanus,False,False
A0A0A7NZU7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,262,Nothocladus sp. ISC-2014b,True,True
A0A0A7P1M0,Ribulose bisphosphate carboxylase large chain,450,Rosa rugosa,False,False
A0A0A7P1N8,Ribulose bisphosphate carboxylase large chain,453,Karpatiosorbus devoniensis,False,False
A0A0A7P1P5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,208,Schoenoplectus pungens,True,True
A0A0A7P1Q4,Ribulose bisphosphate carboxylase large chain,213,Phleum alpinum,True,True
A0A0A7P1R3,Ribulose bisphosphate carboxylase large chain,457,Herniaria ciliolata,False,False
A0A0A7P1S0,Ribulose bisphosphate carboxylase large chain,448,Juncus balticus,False,False
A0A0A7P1U4,Ribulose bisphosphate carboxylase large chain,456,Silene otites,False,False
A0A0A7P1V5,Ribulose bisphosphate carboxylase large chain,456,Malva arborea,True,True
A0A0A7P1W0,Ribulose bisphosphate carboxylase large chain,446,Cerastium tomentosum,True,True
A0A0A7P1W5,Ribulose bisphosphate carboxylase large chain,224,Epilobium ciliatum,True,True
A0A0A7P1X0,Ribulose bisphosphate carboxylase large chain,427,Cerastium tomentosum,False,False
A0A0A7P1X1,Ribulose bisphosphate carboxylase large chain,411,Geranium phaeum,False,False
A0A0A7P1X6,Ribulose bisphosphate carboxylase large chain,455,Alchemilla glaucescens,False,False
A0A0A7P1X9,Ribulose bisphosphate carboxylase large chain,219,Barbarea intermedia,True,True
A0A0A7P1Y2,Ribulose bisphosphate carboxylase large chain,448,Limonium normannicum,False,False
A0A0A7P1Y7,Ribulose bisphosphate carboxylase large chain,455,Rumex longifolius,False,False
A0A0A7P1Z1,Ribulose bisphosphate carboxylase large chain,452,Geranium sylvaticum,False,False
A0A0A7P1Z5,Ribulose bisphosphate carboxylase large chain,453,Cerastium brachypetalum,True,True
A0A0A7P1Z8,Ribulose bisphosphate carboxylase large chain,183,Hypericum calycinum,True,True
A0A0A7P202,Ribulose bisphosphate carboxylase large chain,444,Myrrhis odorata,False,False
A0A0A7P206,Ribulose bisphosphate carboxylase large chain,223,Sagina saginoides,True,True
A0A0A7P208,Ribulose bisphosphate carboxylase large chain,456,Bunium bulbocastanum,False,False
A0A0A7P213,Ribulose bisphosphate carboxylase large chain,453,Polemonium caeruleum,False,False
A0A0A7P218,Ribulose bisphosphate carboxylase large chain,459,Erigeron borealis,False,False
A0A0A7P221,Ribulose bisphosphate carboxylase large chain,435,Rhododendron ponticum,True,True
A0A0A7P225,Ribulose bisphosphate carboxylase large chain,214,Petrosedum forsterianum,True,True
A0A0A7P229,Ribulose bisphosphate carboxylase large chain,233,Herniaria glabra,True,True
A0A0A7P233,Ribulose bisphosphate carboxylase large chain,222,Muscari neglectum,True,True
A0A0A7P237,Ribulose bisphosphate carboxylase large chain,461,Himantoglossum hircinum,False,False
A0A0A7P242,Ribulose bisphosphate carboxylase large chain,424,Acaena novae-zelandiae,False,False
A0A0A7P246,Ribulose bisphosphate carboxylase large chain,451,Potentilla argentea,False,False
A0A0A7P250,Ribulose bisphosphate carboxylase large chain,424,Oxytropis campestris,False,False
A0A0A7P253,Ribulose bisphosphate carboxylase large chain,226,Juncus alpinoarticulatus,True,True
A0A0A7P258,Ribulose bisphosphate carboxylase large chain,233,Sonchus palustris,True,True
A0A0A7P262,Ribulose bisphosphate carboxylase large chain,448,Actaea spicata,False,False
A0A0A7P266,Ribulose bisphosphate carboxylase large chain,461,Platanthera bifolia,False,False
A0A0A7P269,Ribulose bisphosphate carboxylase large chain,463,Saxifraga hirsuta,False,False
A0A0A7P274,Ribulose bisphosphate carboxylase large chain,224,Poa chaixii,True,True
A0A0A7P279,Ribulose bisphosphate carboxylase large chain,466,Geranium pyrenaicum,True,True
A0A0A7P283,Ribulose bisphosphate carboxylase large chain,434,Schoenoplectus triqueter,False,False
A0A0A7P825,Ribulose bisphosphate carboxylase large chain,433,Woodwardia japonica,True,True
A0A0A7P830,Ribulose bisphosphate carboxylase large chain,426,Woodwardia himalaica,True,True
A0A0A7P881,Ribulose bisphosphate carboxylase large chain,430,Woodwardia unigemmata,True,True
A0A0A7P887,Ribulose bisphosphate carboxylase large chain,358,Woodwardia himalaica,True,True
A0A0A7P8C7,Ribulose bisphosphate carboxylase large chain,435,Woodwardia japonica,True,True
A0A0A7P8D3,Ribulose bisphosphate carboxylase large chain,426,Woodwardia himalaica,True,True
A0A0A7P8D8,Ribulose bisphosphate carboxylase large chain,395,Woodwardia kempii,True,True
A0A0A7PAC4,Ribulose bisphosphate carboxylase large chain,428,Woodwardia unigemmata,True,True
A0A0A7PAD0,Ribulose bisphosphate carboxylase large chain,435,Woodwardia japonica,True,True
A0A0A7PAD7,Ribulose bisphosphate carboxylase large chain,434,Woodwardia magnifica,True,True
A0A0A7PDU7,Ribulose bisphosphate carboxylase large chain,433,Woodwardia prolifera,True,True
A0A0A7PDV3,Ribulose bisphosphate carboxylase large chain,433,Woodwardia unigemmata,True,True
A0A0A7PDV9,Ribulose bisphosphate carboxylase large chain,421,Woodwardia himalaica,True,True
A0A0A7RMP8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,231,Derbesia tenuissima,True,True
A0A0A7RMU9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,231,Derbesia tenuissima,True,True
A0A0A7RP28,Ribulose bisphosphate carboxylase large chain,484,Paracoccus sp. SY,True,True
A0A0A7RP57,Ribulose bisphosphate carboxylaseoxygenase large subunit,418,Paracoccus sp. SY,True,True
A0A0A7RRA1,Ribulose bisphosphate carboxylase large chain,197,Podocarpus neriifolius,True,True
A0A0A7RRC5,Ribulose bisphosphate carboxylase large chain,197,Nageia wallichiana,True,True
A0A0A7RRF7,Ribulose bisphosphate carboxylase large chain,197,Nageia fleuryi,True,True
A0A0A7RT52,Ribulose bisphosphate carboxylase large chain,197,Dacrydium elatum,True,True
A0A0A7RXW9,Ribulose bisphosphate carboxylase large chain,197,Dacrycarpus imbricatus,True,True
A0A0A7RXX6,Ribulose bisphosphate carboxylase large chain,197,Podocarpus pilgeri,True,True
A0A0A7W5U3,Ribulose bisphosphate carboxylase large chain,333,Polypogon fugax,True,True
A0A0A7W7L6,Ribulose bisphosphate carboxylase large chain,223,Castanea sativa,True,True
A0A0A8IBK2,Ribulose bisphosphate carboxylase large chain,476,Triticum monococcum subsp. monococcum,True,True
A0A0A8IBW2,Ribulose bisphosphate carboxylase large chain,477,Triticum macha,True,True
A0A0A8KA62,Ribulose bisphosphate carboxylase large chain,479,Ananas comosus,True,True
A0A0A8LEJ9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,83,Tychonema bourrellyi,True,True
A0A0A8LFM8,Ribulose bisphosphate carboxylase large chain,475,Acacia ligulata,True,True
A0A0A8X156,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase",407,Mesobacillus selenatarsenatis (strain DSM 18680 / JCM 14380 / FERM P-15431 / SF-1),True,True
A0A0A8XQ33,Ribulose bisphosphate carboxylase large chain,483,Arundo donax,True,True
A0A0B0EM88,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,539,Candidatus Scalindua brodae,True,True
A0A0B0HDG1,Ribulose bisphosphate carboxylase large chain,472,Solemya velum gill symbiont,True,True
A0A0B1PXR4,"Ribulose 1,5-bisphosphate carboxylase",423,Aureimonas altamirensis,True,True
A0A0B1Q4L2,Ribulose bisphosphate carboxylase large chain,486,Aureimonas altamirensis,True,True
A0A0B2NQK2,Ribulose bisphosphate carboxylase large chain,482,Glycine soja,True,True
A0A0B2PC31,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,658,Glycine soja,True,True
A0A0B2RCJ8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,148,Glycine soja,True,True
A0A0B3A614,Ribulose bisphosphate carboxylase,442,Archaeon GW2011_AR5,True,True
A0A0B3A936,"RuBisCO long chain, Form II/III",485,archaeon GW2011_AR1,False,False
A0A0B3APA1,Ribulose-bisphosphate carboxylase large chain,394,Archaeon GW2011_AR13,True,True
A0A0B3B3A7,Ribulose-bisphosphate carboxylase large chain,473,archaeon GW2011_AR19,True,True
A0A0B3S4D1,"Ribulose bisphosphate carboxylaseoxygenase, large subunit protein",414,Mameliella alba,True,True
A0A0B3SVW2,RuBisCO-like protein,419,Mameliella alba,True,True
A0A0B4DKS3,"Ribulose 1,5-bisphosphate carboxylase",421,Pseudarthrobacter phenanthrenivorans,True,True
A0A0B4JT78,ribulose-bisphosphate carboxylase,78,Solanum environmental sample,True,True
A0A0B4JT82,Ribulose bisphosphate carboxylase large chain,159,Maleae environmental sample,True,True
A0A0B4JT91,Ribulose bisphosphate carboxylase large chain,153,Equisetum environmental sample,True,True
A0A0B4JTA1,Ribulose bisphosphate carboxylase large chain,156,Glycine environmental sample,True,True
A0A0B4JTB0,Ribulose bisphosphate carboxylase large chain,170,Nicotiana environmental sample,True,True
A0A0B4KJR7,Ribulose bisphosphate carboxylase large chain,452,Grateloupia asiatica,True,True
A0A0B4KJS0,Ribulose bisphosphate carboxylase large chain,452,Grateloupia angusta,True,True
A0A0B4KJV5,Ribulose bisphosphate carboxylase large chain,473,Kintokiocolax aggregatoceranthus,True,True
A0A0B4KKH5,Ribulose bisphosphate carboxylase large chain,429,Grateloupia sp. 3 MSK-2013,True,True
A0A0B4KKN3,Ribulose bisphosphate carboxylase large chain,429,Grateloupia kurogii,True,True
A0A0B4KZH6,Ribulose bisphosphate carboxylase large chain,201,Convolvulus aitchisonii,True,True
A0A0B4KZI4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus betonicifolius,True,True
A0A0B4KZI7,Ribulose bisphosphate carboxylase large chain,194,Convolvulus caput-medusae,True,True
A0A0B4KZJ0,Ribulose bisphosphate carboxylase large chain,197,Convolvulus cneorum,True,True
A0A0B4KZJ5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus crenatifolius,True,True
A0A0B4KZJ8,Ribulose bisphosphate carboxylase large chain,201,Convolvulus durandoi,True,True
A0A0B4KZK1,Ribulose bisphosphate carboxylase large chain,201,Convolvulus eyreanus,True,True
A0A0B4KZK4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus fernandesii,True,True
A0A0B4KZK7,Ribulose bisphosphate carboxylase large chain,201,Convolvulus glandulosus,True,True
A0A0B4KZL2,Ribulose bisphosphate carboxylase large chain,197,Convolvulus grantii,True,True
A0A0B4KZM0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus laciniatus,True,True
A0A0B4KZM6,Ribulose bisphosphate carboxylase large chain,201,Convolvulus massonii,True,True
A0A0B4KZN7,Ribulose bisphosphate carboxylase large chain,201,Convolvulus persicus,True,True
A0A0B4KZP0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus pseudoscammonia,True,True
A0A0B4KZP5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus reticulatus,True,True
A0A0B4KZP9,Ribulose bisphosphate carboxylase large chain,201,Convolvulus sagittatus,True,True
A0A0B4KZQ3,Ribulose bisphosphate carboxylase large chain,201,Convolvulus simulans,True,True
A0A0B4KZQ5,Ribulose bisphosphate carboxylase large chain,193,Convolvulus althaeoides,True,True
A0A0B4KZQ8,Ribulose bisphosphate carboxylase large chain,201,Convolvulus subhirsutus,True,True
A0A0B4KZQ9,Ribulose bisphosphate carboxylase large chain,199,Convolvulus arvensis,True,True
A0A0B4KZR2,Ribulose bisphosphate carboxylase large chain,201,Convolvulus canariensis,True,True
A0A0B4KZS1,Ribulose bisphosphate carboxylase large chain,201,Convolvulus acanthocladus,True,True
A0A0B4KZS2,Ribulose bisphosphate carboxylase large chain,201,Calystegia purpurata,True,True
A0A0B4KZS5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus pilosellifolius,True,True
A0A0B4KZS7,Ribulose bisphosphate carboxylase large chain,195,Calystegia occidentalis subsp. fulcrata,True,True
A0A0B4KZT1,Ribulose bisphosphate carboxylase large chain,201,Convolvulus capitulifer var. foliaceus,True,True
A0A0B4KZT4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus floridus,True,True
A0A0B4KZT5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus chondrilloides,True,True
A0A0B4KZT7,Ribulose bisphosphate carboxylase large chain,201,Convolvulus glomeratus,True,True
A0A0B4KZT8,Ribulose bisphosphate carboxylase large chain,191,Convolvulus crenatifolius,True,True
A0A0B4KZU0,Ribulose bisphosphate carboxylase large chain,170,Calystegia sepium subsp. limnophila,True,True
A0A0B4KZU1,Ribulose bisphosphate carboxylase large chain,201,Convolvulus hasslerianus,True,True
A0A0B4KZU2,Ribulose bisphosphate carboxylase large chain,201,Convolvulus dryadum,True,True
A0A0B4KZU4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus jefferyi,True,True
A0A0B4KZU5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus eremophilus,True,True
A0A0B4KZU7,Ribulose bisphosphate carboxylase large chain,197,Calystegia silvatica subsp. disjuncta,True,True
A0A0B4KZU8,Ribulose bisphosphate carboxylase large chain,201,Convolvulus lanuginosus,True,True
A0A0B4KZU9,Ribulose bisphosphate carboxylase large chain,201,Convolvulus fatmensis,True,True
A0A0B4KZV0,Ribulose bisphosphate carboxylase large chain,201,Polymeria calycina,True,True
A0A0B4KZV2,Ribulose bisphosphate carboxylase large chain,201,Polymeria sp. Wannan & Graham 4441,True,True
A0A0B4KZV3,Ribulose bisphosphate carboxylase large chain,201,Convolvulus lineatus,True,True
A0A0B4KZV4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus galaticus,True,True
A0A0B4KZV8,Ribulose bisphosphate carboxylase large chain,201,Convolvulus montanus,True,True
A0A0B4KZV9,Ribulose bisphosphate carboxylase large chain,201,Convolvulus graminetinus,True,True
A0A0B4KZW4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus humilis,True,True
A0A0B4KZW7,Ribulose bisphosphate carboxylase large chain,201,Convolvulus palaestinus,True,True
A0A0B4KZW8,Ribulose bisphosphate carboxylase large chain,187,Convolvulus eremophilus,True,True
A0A0B4KZX0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus pitardii,True,True
A0A0B4KZX1,Ribulose bisphosphate carboxylase large chain,201,Convolvulus leptocladus,True,True
A0A0B4KZX4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus pyrrhotrichus,True,True
A0A0B4KZX5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus maireanus,True,True
A0A0B4KZX9,Ribulose bisphosphate carboxylase large chain,201,Convolvulus ruspolii,True,True
A0A0B4KZY0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus oleifolius,True,True
A0A0B4KZY2,Ribulose bisphosphate carboxylase large chain,201,Convolvulus schulzei,True,True
A0A0B4KZY3,Ribulose bisphosphate carboxylase large chain,201,Convolvulus oxyphyllus,True,True
A0A0B4KZY5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus stachydifolius,True,True
A0A0B4KZY7,Ribulose bisphosphate carboxylase large chain,198,Convolvulus fruticulosus subsp. fruticulosus,True,True
A0A0B4KZY9,Ribulose bisphosphate carboxylase large chain,201,Convolvulus pseudocantabricus,True,True
A0A0B4KZZ1,Ribulose bisphosphate carboxylase large chain,200,Convolvulus vidalii,True,True
A0A0B4KZZ4,Ribulose bisphosphate carboxylase large chain,201,Calystegia atriplicifolia subsp. atriplicifolia,True,True
A0A0B4KZZ8,Ribulose bisphosphate carboxylase large chain,201,Calystegia macrostegia subsp. cyclostegia,True,True
A0A0B4L000,Ribulose bisphosphate carboxylase large chain,201,Convolvulus siculus subsp. siculus,True,True
A0A0B4L003,Ribulose bisphosphate carboxylase large chain,201,Calystegia pulchra,True,True
A0A0B4L005,Ribulose bisphosphate carboxylase large chain,201,Convolvulus fruticulosus subsp. fruticulosus,True,True
A0A0B4L010,Ribulose bisphosphate carboxylase large chain,201,Convolvulus tricolor subsp. tricolor,True,True
A0A0B4L014,Ribulose bisphosphate carboxylase large chain,201,Convolvulus volubilis,True,True
A0A0B4L016,Ribulose bisphosphate carboxylase large chain,201,Convolvulus althaeoides,True,True
A0A0B4L018,Ribulose bisphosphate carboxylase large chain,195,Calystegia longipes,True,True
A0A0B4L021,Ribulose bisphosphate carboxylase large chain,201,Convolvulus argyrothamnos,True,True
A0A0B4L023,Ribulose bisphosphate carboxylase large chain,201,Calystegia malacophylla subsp. pedicellata,True,True
A0A0B4L025,Ribulose bisphosphate carboxylase large chain,195,Calystegia silvatica subsp. silvatica,True,True
A0A0B4L026,Ribulose bisphosphate carboxylase large chain,201,Convolvulus bonariensis,True,True
A0A0B4L028,Ribulose bisphosphate carboxylase large chain,201,Polymeria marginata,True,True
A0A0B4L030,Ribulose bisphosphate carboxylase large chain,201,Convolvulus chilensis,True,True
A0A0B4L034,Ribulose bisphosphate carboxylase large chain,201,Convolvulus coelesyriacus,True,True
A0A0B4L041,Ribulose bisphosphate carboxylase large chain,201,Convolvulus demissus,True,True
A0A0B4L045,Ribulose bisphosphate carboxylase large chain,201,Calystegia spectabilis,True,True
A0A0B4L048,Ribulose bisphosphate carboxylase large chain,201,Calystegia subacaulis subsp. episcopalis,True,True
A0A0B4L051,Ribulose bisphosphate carboxylase large chain,171,Polymeria pusilla,True,True
A0A0B4L057,Ribulose bisphosphate carboxylase large chain,201,Convolvulus hildebrandtii,True,True
A0A0B4L062,Ribulose bisphosphate carboxylase large chain,201,Convolvulus glaouorum,True,True
A0A0B4L066,Ribulose bisphosphate carboxylase large chain,201,Convolvulus hamrinensis,True,True
A0A0B4L069,Ribulose bisphosphate carboxylase large chain,201,Convolvulus hystrix,True,True
A0A0B4L073,Ribulose bisphosphate carboxylase large chain,201,Convolvulus lanatus,True,True
A0A0B4L077,Ribulose bisphosphate carboxylase large chain,197,Convolvulus lineatus,True,True
A0A0B4L082,Ribulose bisphosphate carboxylase large chain,201,Convolvulus mazicum,True,True
A0A0B4L091,Ribulose bisphosphate carboxylase large chain,201,Convolvulus oxysepalus,True,True
A0A0B4L0B0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus leiocalycinus,True,True
A0A0B4L0B5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus scammonia,True,True
A0A0B4L0C3,Ribulose bisphosphate carboxylase large chain,201,Convolvulus spinosus,True,True
A0A0B4L0D0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus subspathulatus,True,True
A0A0B4L0D5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus valentinus,True,True
A0A0B4L0E2,Ribulose bisphosphate carboxylase large chain,201,Convolvulus waitaha,True,True
A0A0B4L0E9,Ribulose bisphosphate carboxylase large chain,180,Calystegia macrostegia subsp. arida,True,True
A0A0B4L0F4,Ribulose bisphosphate carboxylase large chain,201,Calystegia peirsonii,True,True
A0A0B4L0H0,Ribulose bisphosphate carboxylase large chain,201,Calystegia sepium subsp. roseata,True,True
A0A0B4L0H7,Ribulose bisphosphate carboxylase large chain,195,Calystegia silvatica subsp. fraterniflora,True,True
A0A0B4L0H9,Ribulose bisphosphate carboxylase large chain,201,Polymeria lanata,True,True
A0A0B4L0I3,Ribulose bisphosphate carboxylase large chain,201,Polymeria sp. McDonald 6493,True,True
A0A0B4L150,Ribulose bisphosphate carboxylase large chain,200,Convolvulus althaeoides,True,True
A0A0B4L156,Ribulose bisphosphate carboxylase large chain,201,Convolvulus arvensis,True,True
A0A0B4L161,Ribulose bisphosphate carboxylase large chain,201,Convolvulus capensis,True,True
A0A0B4L166,Ribulose bisphosphate carboxylase large chain,201,Convolvulus chinensis,True,True
A0A0B4L172,Ribulose bisphosphate carboxylase large chain,201,Convolvulus boissieri subsp. compactus,True,True
A0A0B4L189,Ribulose bisphosphate carboxylase large chain,201,Convolvulus equitans,True,True
A0A0B4L196,Ribulose bisphosphate carboxylase large chain,201,Convolvulus farinosus,True,True
A0A0B4L1A5,Ribulose bisphosphate carboxylase large chain,201,Convolvulus fruticulosus,True,True
A0A0B4L1C1,Ribulose bisphosphate carboxylase large chain,199,Convolvulus hermanniae,True,True
A0A0B4L1E6,Ribulose bisphosphate carboxylase large chain,201,Convolvulus lopezsocasii,True,True
A0A0B4L1F4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus ocellatus,True,True
A0A0B4L1G2,Ribulose bisphosphate carboxylase large chain,201,Convolvulus oppositifolius,True,True
A0A0B4L1H0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus pentapetaloides,True,True
A0A0B4L1I7,Ribulose bisphosphate carboxylase large chain,201,Convolvulus rectangularis,True,True
A0A0B4L1J6,Ribulose bisphosphate carboxylase large chain,201,Convolvulus sabatius subsp. mauritanicus,True,True
A0A0B4L1K4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus scindicus,True,True
A0A0B4L1L4,Ribulose bisphosphate carboxylase large chain,201,Convolvulus stapfii,True,True
A0A0B4L1N0,Ribulose bisphosphate carboxylase large chain,201,Convolvulus virgatus,True,True
A0A0B4L1N8,Ribulose bisphosphate carboxylase large chain,201,Calystegia collina,True,True
A0A0B4L1P4,Ribulose bisphosphate carboxylase large chain,201,Calystegia macrostegia,True,True
A0A0B4L1Q0,Ribulose bisphosphate carboxylase large chain,201,Calystegia sepium subsp. americana,True,True
A0A0B4L1R8,Ribulose bisphosphate carboxylase large chain,201,Calystegia sepium subsp. sepium,True,True
A0A0B4L1S9,Ribulose bisphosphate carboxylase large chain,201,Calystegia soldanella,True,True
A0A0B4L1T4,Ribulose bisphosphate carboxylase large chain,201,Polymeria mollis,True,True
A0A0B4L2L2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,Sheathia dispersa,True,True
A0A0B4L2L8,Ribulose bisphosphate carboxylase large chain,463,Caloglossa beccarii,True,True
A0A0B4L2M6,Ribulose bisphosphate carboxylase large chain,427,Paludicola phangiae,True,True
A0A0B4L2N2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,264,Montagnia macrospora,True,True
A0A0B4L2Y5,Ribulose bisphosphate carboxylase large chain,427,Kumanoa celebes,True,True
A0A0B4L2Z1,Ribulose bisphosphate carboxylase large chain,443,Montagnia macrospora,True,True
A0A0B4L2Z6,Ribulose bisphosphate carboxylase large chain,461,Caloglossa beccarii,True,True
A0A0B4L2Z9,Ribulose bisphosphate carboxylase large chain,368,Compsopogon caeruleus,True,True
A0A0B4L324,Ribulose bisphosphate carboxylase large chain,396,Sheathia dispersa,True,True
A0A0B4L330,Ribulose bisphosphate carboxylase large chain,474,Balliopsis prieurii,True,True
A0A0B4L334,Ribulose bisphosphate carboxylase large chain,460,Montagnia macrospora,True,True
A0A0B4L339,Ribulose bisphosphate carboxylase large chain,427,Visia cylindrocellularis,True,True
A0A0B4L3J0,Ribulose bisphosphate carboxylase large chain,392,Nemalionopsis shawii,True,True
A0A0B4L3J7,Ribulose bisphosphate carboxylase large chain,427,Sirodotia delicatula,True,True
A0A0B4L3K0,Ribulose bisphosphate carboxylase large chain,368,Compsopogon caeruleus,True,True
A0A0B4L444,Ribulose bisphosphate carboxylase large chain,427,Kumanoa gibberosa,True,True
A0A0B4L445,Ribulose bisphosphate carboxylase large chain,254,Montagnia macrospora,True,True
A0A0B4L446,Ribulose bisphosphate carboxylase large chain,296,Montagnia macrospora,True,True
A0A0B4L833,Ribulose bisphosphate carboxylase large chain,388,Acanthus ilicifolius,True,True
A0A0B4L837,Ribulose bisphosphate carboxylase large chain,400,Avicennia officinalis,True,True
A0A0B4L841,Ribulose bisphosphate carboxylase large chain,397,Cerbera odollam,True,True
A0A0B4L845,Ribulose bisphosphate carboxylase large chain,397,Heritiera littoralis,True,True
A0A0B4L851,Ribulose bisphosphate carboxylase large chain,410,Nypa fruticans,True,True
A0A0B4L862,Ribulose bisphosphate carboxylase large chain,396,Rhizophora x lamarckii,True,True
A0A0B4L879,Ribulose bisphosphate carboxylase large chain,396,Sonneratia apetala,True,True
